objid,class,u,g,r,i,z,specObjID,spectrum
1237648722291654837,GALAXY,19.812,17.91477,16.95308,16.43119,16.03663,302982280828184576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0419.fits
1237648721754914959,GALAXY,19.35573,18.02451,17.44745,17.08665,16.89282,302984754729347072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0428.fits
1237651801771475055,GALAXY,19.45929,17.95141,17.50734,17.30705,17.3142,302985854240974848,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0432.fits
1237648721754915029,GALAXY,19.18746,17.34024,16.40207,15.97375,15.63794,302986129118881792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0433.fits
1237648721754914947,GALAXY,19.72495,18.33882,17.62437,17.1644,16.94958,302986678874695680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0435.fits
1237648721754915039,GALAXY,19.27021,17.71842,16.88188,16.38582,16.03547,302986953752602624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0436.fits
1237651801771409640,GALAXY,19.72693,18.32977,17.68745,17.33872,17.03541,302987778386323456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0439.fits
1237651752386953449,GALAXY,19.03861,18.11534,17.8399,17.60762,17.49896,302989427653765120,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0445.fits
1237651752386953441,GALAXY,19.08299,17.17562,16.25356,15.82536,15.51696,302991901554927616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0454.fits
1237651752386953252,GALAXY,19.27788,17.22315,16.24978,15.85479,15.49063,302993550822369280,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0460.fits
1237648721754980554,GALAXY,19.12323,17.63837,16.92413,16.51834,16.19288,302993825700276224,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0461.fits
1237654670809825513,GALAXY,19.4507,18.00213,17.36951,17.03714,16.78797,302994100578183168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0462.fits
1237654670809825483,GALAXY,19.3106,18.13904,17.69693,17.4385,17.31469,302994375456090112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0463.fits
1237648722291916929,GALAXY,19.32323,17.82003,16.95923,16.44708,16.08811,303000422770042880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0485.fits
1237654670810087640,GALAXY,19.91903,18.40492,17.57063,17.0733,16.7247,303007294717716480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0510.fits
1237651801771671738,GALAXY,19.89334,17.84956,16.96539,16.55174,16.21535,303008943985158144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0516.fits
1237648722291851468,GALAXY,19.01202,17.30094,16.46221,16.04889,15.70986,303011417886320640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0525.fits
1237648722291851444,GALAXY,19.88896,18.516,17.75402,17.31955,17.01292,303012517397948416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0529.fits
1237651752387084590,GALAXY,19.09138,17.93977,17.62721,17.41263,17.37984,303015541054924800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0540.fits
1237654670810087645,GALAXY,19.26653,18.12242,17.59082,17.27586,17.0775,303015815932831744,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0541.fits
1237651801771737255,GALAXY,19.78694,17.85419,16.866,16.43303,16.094,303017190322366464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0546.fits
1237651801771737287,GALAXY,19.70288,17.75388,16.82679,16.41964,16.10911,303018839589808128,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0552.fits
1237648721755242701,GALAXY,19.9745,17.99567,16.99072,16.52567,16.15817,303019114467715072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0553.fits
1237654670810087603,GALAXY,19.63624,18.03749,17.17281,16.72771,16.42665,303020213979342848,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0557.fits
1237651752387215501,GALAXY,19.84837,18.07757,17.13309,16.70476,16.42617,303022138124691456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0564.fits
1237651752387150132,GALAXY,19.76866,18.36179,17.61879,17.23667,16.95833,303022687880505344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0566.fits
1237648722291916909,GALAXY,19.4786,17.68704,16.71489,16.2999,15.93741,303024062270040064,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0571.fits
1237651752387215512,GALAXY,19.39449,17.41516,16.44001,16.03169,15.65537,303024886903760896,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0574.fits
1237651801771868404,GALAXY,19.24979,17.30573,16.31521,15.87712,15.53896,303028454796847104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51581-0587.fits
1237648721755308228,GALAXY,19.96256,18.05378,17.02286,16.51463,16.09188,303030109583992832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0593.fits
1237654670810153193,GALAXY,19.01275,17.54119,16.85788,16.49126,16.2537,303031209095620608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0597.fits
1237648722292113537,GALAXY,19.19455,17.91309,17.32885,17.00871,16.78776,303033682996783104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0606.fits
1237648722292179094,GALAXY,19.17723,18.10249,17.55673,17.17729,17.0079,303035882020038656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0614.fits
1237648722292179246,GALAXY,19.65521,18.21867,17.62002,17.2298,17.0214,303037531287480320,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0620.fits
1237651801234997435,GALAXY,19.10013,17.0024,16.01122,15.55132,15.19143,303037806165387264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0621.fits
1237651801771802907,GALAXY,19.5546,17.51398,16.52209,16.07198,15.71949,303038905677015040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0625.fits
1237651801771868396,GALAXY,19.55724,17.85926,16.90405,16.47184,16.13273,303040554944456704,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0631.fits
1237648721755373902,GALAXY,19.64585,17.56964,16.56713,16.11919,15.72434,303040829822363648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0632.fits
1237654670810218743,GALAXY,19.32173,17.76415,16.93885,16.52036,16.21876,303041104700270592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0633.fits
1237648721755373802,GALAXY,19.50939,18.37351,17.75239,17.36313,17.15915,303041654456084480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0635.fits
1237648721755373846,GALAXY,19.35527,17.45747,16.4828,16.05835,15.7134,303041929333991424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0636.fits
1237648720145481901,GALAXY,19.34966,17.76668,17.06353,16.72045,16.44403,303994656142682112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0006.fits
1237648720145416468,GALAXY,19.04289,17.23163,16.42599,16.06025,15.75776,303994931020589056,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0007.fits
1237654669200326820,GALAXY,19.13084,17.23441,16.44095,16.06931,15.77472,303995755654309888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0010.fits
1237654669200261277,GALAXY,19.47541,17.71851,16.90717,16.52342,16.21668,303996305410123776,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0012.fits
1237648720145416419,GALAXY,19.77542,17.85652,16.83785,16.40136,16.0395,303997130043844608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0015.fits
1237648720145416289,GALAXY,19.86669,18.13709,17.40626,17.08233,16.8226,303997404921751552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0016.fits
1237648720145416503,GALAXY,19.80016,17.97514,17.14123,16.74993,16.41881,303997679799658496,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0017.fits
1237648720145416550,GALAXY,19.94105,18.24399,17.45446,17.07466,16.78853,303998229555472384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0019.fits
1237654669737197749,GALAXY,19.68754,17.62611,16.60804,16.15713,15.75875,303999329067100160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0023.fits
1237654669737197771,GALAXY,19.51344,17.61548,16.60092,16.14023,15.7392,303999878822914048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0025.fits
1237651800161976458,GALAXY,19.39071,17.57577,16.73422,16.33144,15.99321,304000428578727936,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0027.fits
1237648720682418324,GALAXY,19.73942,17.94206,17.12821,16.72232,16.3806,304002627601983488,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0035.fits
1237651800698912954,GALAXY,19.20721,18.13553,17.4927,17.11197,16.90243,304002902479890432,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0036.fits
1237648721219223677,GALAXY,19.28379,17.43888,16.53855,16.12432,15.78625,304003727113611264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0039.fits
1237648720145350899,GALAXY,19.59453,17.63258,16.76916,16.36287,16.10079,304004276869425152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0041.fits
1237648720145350953,GALAXY,19.92842,18.17062,17.35515,16.96452,16.67652,304006201014773760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0048.fits
1237648720145350907,GALAXY,19.26644,17.3891,16.533,16.1354,15.82718,304006475892680704,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0049.fits
1237648720145350950,GALAXY,19.51791,17.96121,17.20788,16.86239,16.63688,304007850282215424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0054.fits
1237648720145350959,GALAXY,19.95603,17.98684,17.12017,16.69929,16.39828,304008125160122368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0055.fits
1237648720145416447,GALAXY,19.32728,17.52357,16.64911,16.26415,15.9457,304008674915936256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0057.fits
1237651800161910925,GALAXY,19.10009,17.90749,17.44176,17.15416,16.96018,304009224671750144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0059.fits
1237651800698781974,GALAXY,19.88812,18.40375,17.73199,17.32184,17.06251,304010049305470976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0062.fits
1237648721219158110,GALAXY,19.12786,17.52588,16.69886,16.30549,16.00973,304011423695005696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0067.fits
1237648721219158147,GALAXY,19.90367,17.87988,16.89587,16.46125,16.07923,304014722229889024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0079.fits
1237648720145285165,GALAXY,19.4644,17.42262,16.61024,16.17807,15.8734,304015271985702912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0081.fits
1237648720145350848,GALAXY,19.06577,17.19176,16.3491,15.96444,15.67921,304017196131051520,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0088.fits
1237648720145350867,GALAXY,19.1864,17.23849,16.37907,15.96635,15.63658,304019670032214016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0097.fits
1237654668663259252,GALAXY,19.38443,17.68545,16.87619,16.47796,16.16394,304019944910120960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0098.fits
1237654669200195625,GALAXY,19.84898,18.16253,17.3498,16.9736,16.70745,304020219788027904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0099.fits
1237651800698716335,GALAXY,19.82377,18.41302,17.71798,17.38085,17.08153,304021319299655680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0103.fits
1237654669200195742,GALAXY,19.26202,17.44114,16.55072,16.10414,15.72216,304021594177562624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0104.fits
1237651800698716421,GALAXY,19.94979,18.07006,17.19525,16.79533,16.49286,304022693689190400,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0108.fits
1237648720682221743,GALAXY,19.18808,17.30188,16.42795,16.01859,15.67891,304023243445004288,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0110.fits
1237648721219092848,GALAXY,19.78606,17.73383,16.79778,16.38415,16.05517,304023518322911232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0111.fits
1237648721219092855,GALAXY,19.97673,18.16105,17.16631,16.70891,16.3516,304023793200818176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0112.fits
1237651800161779954,GALAXY,19.86352,18.43395,17.52385,17.06832,16.69261,304024342956632064,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0114.fits
1237654669737132176,GALAXY,19.71711,18.06076,17.29855,16.84523,16.42504,304024617834539008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0115.fits
1237648721219092863,GALAXY,19.33588,17.2535,16.32693,15.91504,15.55076,304025717346166784,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0119.fits
1237648720145088753,GALAXY,19.44005,17.40821,16.39597,15.92791,15.56609,304026541979887616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0122.fits
1237651799624712346,GALAXY,19.90285,17.99308,17.13058,16.71812,16.41375,304026816857794560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0123.fits
1237651799624843486,GALAXY,19.32363,17.55207,16.51838,15.93429,15.51445,304027366613608448,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0125.fits
1237654668663193800,GALAXY,19.23558,18.12241,17.68897,17.37019,17.24516,304031489782212608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0140.fits
1237654669737066627,GALAXY,19.73601,17.72291,16.70485,16.26861,15.91174,304031764660119552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0141.fits
1237651800698716313,GALAXY,19.3997,17.48317,16.51923,16.11289,15.76994,304032039538026496,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0142.fits
1237654669736804646,GALAXY,19.40199,18.01166,17.38169,17.03352,16.78858,304035063195002880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0153.fits
1237648721219027074,GALAXY,19.61229,17.92588,17.17991,16.77353,16.51322,304036437584537600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0158.fits
1237651800698454139,GALAXY,19.16971,17.73324,17.01298,16.6187,16.2924,304038086851979264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0164.fits
1237648721218765142,GALAXY,19.04213,17.87524,17.44647,17.21497,17.22895,304040560753141760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0173.fits
1237651800698388610,GALAXY,19.1279,17.98874,17.62341,17.35851,17.24744,304041385386862592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0176.fits
1237648721218764937,GALAXY,19.83284,18.50652,17.64728,17.18266,16.83039,304041660264769536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0177.fits
1237648720681828464,GALAXY,19.46663,17.81478,16.9424,16.47956,16.12507,304043309532211200,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0183.fits
1237651800161517584,GALAXY,19.98689,18.90035,18.24391,17.84556,17.69671,304044409043838976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0187.fits
1237651800161452115,GALAXY,19.93035,17.97668,16.97927,16.4646,16.11527,304044958799652864,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0189.fits
1237648720144957619,GALAXY,19.48822,18.32623,17.7797,17.43011,17.27053,304052105625233408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0215.fits
1237651800698257721,GALAXY,19.3284,17.51741,16.70981,16.33978,16.04861,304054029770582016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0222.fits
1237648721218633997,GALAXY,19.26244,18.52263,18.12758,17.7526,17.72342,304054579526395904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0224.fits
1237648720681763002,GALAXY,19.08973,17.90124,17.39653,17.08826,16.85661,304055129282209792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0226.fits
1237648721218633849,GALAXY,19.49938,17.59077,16.67182,16.24926,15.94855,304055679038023680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0228.fits
1237654669736608075,GALAXY,19.34019,18.21992,17.76814,17.45081,17.26356,304057053427558400,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0233.fits
1237648720681763005,GALAXY,19.55263,17.58269,16.59096,16.14988,15.75369,304057878061279232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0236.fits
1237651800698257707,GALAXY,19.22237,17.87243,17.19585,16.79383,16.5074,304058152939186176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0237.fits
1237654668662866004,GALAXY,19.66214,18.3192,17.59743,17.19235,16.85587,304059802206627840,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0243.fits
1237648720144761147,GALAXY,19.52994,18.24641,17.52695,17.14773,16.92508,304060351962441728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0245.fits
1237648720144826625,GALAXY,19.36713,18.07612,17.47561,17.11032,16.8869,304061726351976448,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0250.fits
1237654669199671495,GALAXY,19.49926,18.16126,17.4314,16.77517,16.51329,304062550985697280,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0253.fits
1237648720144892145,GALAXY,19.04952,17.57587,16.83159,16.38619,16.05863,304063925375232000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0258.fits
1237651800698257621,GALAXY,19.44205,17.72546,17.31274,17.05117,16.89813,304064750008952832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0261.fits
1237648720681762929,GALAXY,19.57484,18.29997,17.64999,17.27028,17.07094,304066949032208384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0269.fits
1237651800698257619,GALAXY,19.42591,17.44844,16.54486,16.13349,15.788,304069148055463936,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0277.fits
1237654669736608029,GALAXY,19.51702,17.61142,16.64652,16.21704,15.84853,304069972689184768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0280.fits
1237654668662538521,GALAXY,19.28672,17.97961,17.39381,17.05535,16.85368,304072446590347264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0289.fits
1237654668662538353,GALAXY,19.28604,17.97974,17.34751,16.97057,16.6934,304072996346161152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0291.fits
1237648720144695387,GALAXY,19.54895,18.33257,17.70324,17.31445,17.0785,304073271224068096,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0292.fits
1237651800161190055,GALAXY,19.9337,-9999,17.89619,-9999,-9999,304073546101975040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0293.fits
1237648720144629984,GALAXY,19.35008,17.73462,16.76987,16.24021,15.8304,304074095857788928,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0295.fits
1237648720681631982,GALAXY,19.95461,18.5878,17.53066,17.09834,16.76896,304075745125230592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0301.fits
1237651800698192017,GALAXY,19.56731,18.79914,18.46758,18.22567,18.12589,304079318538020864,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0314.fits
1237648721218568237,GALAXY,19.36098,18.06036,17.38653,16.99678,16.70957,304079593415927808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0315.fits
1237648722292244676,GALAXY,19.97306,17.88376,16.85389,16.38721,15.98908,304081792439183360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0323.fits
1237651752387412109,GALAXY,19.75118,18.02938,17.11446,16.71712,16.3279,304082617072904192,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0326.fits
1237648722292179169,GALAXY,19.64823,18.39412,17.71752,17.31857,16.99499,304085090974066688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0335.fits
1237651752387412385,GALAXY,19.81721,18.33388,17.3253,16.8398,16.51918,304085365851973632,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0336.fits
1237654670810284236,GALAXY,19.77163,17.80057,16.85129,16.42576,16.07981,304087015119415296,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0342.fits
1237654670810218813,GALAXY,19.27208,17.48154,16.54708,16.13647,15.81011,304087289997322240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0343.fits
1237651801771868466,GALAXY,19.01117,17.5595,16.76602,16.35387,16.0619,304089489020577792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0351.fits
1237648721218502878,GALAXY,19.26193,17.91932,17.24042,16.83383,16.62371,304089763898484736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0352.fits
1237651801771868435,GALAXY,19.77147,18.05577,17.15033,16.73659,16.42168,304090038776391680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0353.fits
1237654670810218860,GALAXY,19.44816,18.11805,17.30242,16.85236,16.5768,304090863410112512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0356.fits
1237648722292244707,GALAXY,19.79789,17.88968,16.90418,16.48896,16.1314,304092237799647232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0361.fits
1237651752387477828,GALAXY,19.62254,18.26373,17.83692,17.58574,17.48211,304093612189181952,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0366.fits
1237648722292244751,GALAXY,19.65835,18.03614,17.17813,16.71644,16.41665,304094986578716672,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0371.fits
1237648722292310186,GALAXY,19.43983,17.82796,16.99347,16.59713,16.29105,304095811212437504,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0374.fits
1237648722292244716,GALAXY,19.60985,17.8045,16.84292,16.40582,16.05305,304097460479879168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0380.fits
1237648721755439297,GALAXY,19.22021,17.22948,16.2698,15.80509,15.44371,304098285113600000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0383.fits
1237651801235062919,GALAXY,19.71305,17.73597,16.74491,16.30393,15.96622,304099109747320832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0386.fits
1237651801235062912,GALAXY,19.61761,17.76293,16.8406,16.41925,16.09179,304099384625227776,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0387.fits
1237651801235062959,GALAXY,19.50253,18.08124,17.25255,16.81945,16.55422,304099934381041664,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0389.fits
1237648721218568325,GALAXY,19.76979,18.12848,16.91565,16.40059,16.05609,304100759014762496,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0392.fits
1237651801235062797,GALAXY,19.3903,18.40491,17.71797,17.30251,17.10068,304101033892669440,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0393.fits
1237651801771933737,GALAXY,19.58565,17.68243,16.67321,16.22248,15.87597,304102408282204160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0398.fits
