objid,class,u,g,r,i,z,specObjID,spectrum
1237650795146445031,GALAXY,19.50913,17.59275,16.67357,16.20524,15.83744,299490502078654464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0004.fits
1237648720142401670,GALAXY,19.48928,18.32375,17.8396,17.52613,17.42273,299491051834468352,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0006.fits
1237650795146576091,GALAXY,19.96076,17.99332,16.84476,16.36045,15.93532,299492426224003072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0011.fits
1237650795146444862,GALAXY,19.06883,17.61594,16.96992,16.57557,16.34017,299494075491444736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0017.fits
1237650795146575935,GALAXY,19.9029,18.33512,17.60977,17.20725,17.14689,299494350369351680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0018.fits
1237650794609574093,GALAXY,19.06631,17.28672,16.36084,15.93414,15.64183,299494900125165568,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0020.fits
1237650794609442930,GALAXY,19.57915,17.8386,17.09641,16.75369,16.52514,299503146462373888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0050.fits
1237650795146379447,GALAXY,19.01798,17.93103,17.34342,16.88812,16.70273,299504245974001664,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0054.fits
1237650795683446947,GALAXY,19.93985,18.11534,17.11774,16.61889,16.22616,299506444997257216,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0062.fits
1237648720679338241,GALAXY,19.18357,17.87089,17.18381,16.7223,16.46387,299507544508884992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0066.fits
1237648721216209055,GALAXY,19.61093,17.55369,16.56477,16.08626,15.70859,299511117921675264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0079.fits
1237650795146248304,GALAXY,19.10097,17.5341,16.71039,16.29563,15.99053,299515241090279424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0094.fits
1237650795683315926,GALAXY,19.79744,18.21555,17.1953,16.69271,16.34439,299517440113534976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0102.fits
1237648721216078463,GALAXY,19.98627,18.38253,17.67082,17.26526,16.9394,299517714991441920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0103.fits
1237648720679272605,GALAXY,19.92043,18.59263,17.77565,17.28881,17.0522,299517989869348864,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0104.fits
1237648720679272634,GALAXY,19.39223,17.62965,16.70941,16.23641,15.87659,299518539625162752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0106.fits
1237650795683250403,GALAXY,19.19587,17.66565,16.74784,16.26746,15.93694,299518814503069696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0107.fits
1237650795683381380,GALAXY,19.9328,17.8861,16.61416,16.06583,15.61149,299519639136790528,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0110.fits
1237650795683250326,GALAXY,19.38298,17.2191,16.25769,15.72118,15.37289,299528160351905792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0141.fits
1237648721216012470,GALAXY,19.26575,17.19656,16.14222,15.62667,15.23055,299528984985626624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0144.fits
1237650795683250319,GALAXY,19.38812,17.59771,16.70914,16.18687,15.83476,299530909130975232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0151.fits
1237650795683250364,GALAXY,19.93553,18.65476,18.01096,17.58537,17.2618,299531733764696064,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0154.fits
1237648721215946884,GALAXY,19.80448,17.53334,16.41644,15.90169,15.45674,299535032299579392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0166.fits
1237650795683053709,GALAXY,19.85703,17.87607,16.82849,16.34171,15.95583,299539155468183552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0181.fits
1237648721215815722,GALAXY,19.87997,17.77204,16.56086,16.07314,15.65467,299539980101904384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0184.fits
1237648720678944999,GALAXY,19.66424,18.44821,17.59212,17.18931,16.92415,299540254979811328,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0185.fits
1237648721215815838,GALAXY,19.88306,18.2925,17.38795,16.85716,16.48725,299541354491439104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0189.fits
1237650796219859165,GALAXY,19.68797,18.31762,17.52679,17.07348,16.79895,299543003758880768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0195.fits
1237648721215750366,GALAXY,19.19608,18.1223,17.59863,17.23586,17.00116,299544103270508544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0199.fits
1237655178159915217,GALAXY,19.97465,18.2029,17.16567,16.64829,16.25918,299545202782136320,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0203.fits
1237650794609180823,GALAXY,19.57929,19.1722,18.81164,18.5493,18.84155,299546852049577984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0209.fits
1237650795146051795,GALAXY,19.82089,17.91287,17.03512,16.65298,16.32409,299549051072833536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0217.fits
1237650795145986089,GALAXY,19.04225,17.2058,16.23001,15.78706,15.4472,299556197898414080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0243.fits
1237648720678682916,GALAXY,19.2059,18.13602,17.51902,17.11731,16.91424,299559221555390464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0254.fits
1237650796219728015,GALAXY,19.63886,18.21568,17.49388,17.06314,16.81933,299561420578646016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0262.fits
1237650795682791626,GALAXY,19.71279,18.11381,17.35777,16.91405,16.58843,299562245212366848,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0265.fits
1237648721215553783,GALAXY,19.78692,18.05556,17.13443,16.64783,16.29013,299564169357715456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0272.fits
1237650796219728147,GALAXY,19.9584,18.57812,17.80239,17.40459,17.09823,299565543747250176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0277.fits
1237650794609049737,GALAXY,19.61127,18.03172,17.3104,16.87752,16.62043,299567742770505728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0285.fits
1237648720141746448,GALAXY,19.86018,18.26665,17.4537,17.06646,16.82588,299569117160040448,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0290.fits
1237650795145920715,GALAXY,19.35281,18.22243,17.66375,17.33023,17.20436,299569392037947392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0291.fits
1237648720678682871,GALAXY,19.65915,17.81633,16.91417,16.52513,16.19844,299569666915854336,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0292.fits
1237650795145855144,GALAXY,19.49874,18.1691,17.31852,16.86279,16.57492,299570491549575168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0295.fits
1237650796219662479,GALAXY,19.89261,18.35007,17.59566,17.14077,16.85494,299573790084458496,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0307.fits
1237650796219662494,GALAXY,19.68652,17.90177,16.82209,16.34176,15.95447,299574339840272384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0309.fits
1237648720678682858,GALAXY,19.97922,18.42247,17.59381,17.14986,16.81735,299576538863527936,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0317.fits
1237648722289361169,GALAXY,19.54861,18.33145,17.73443,17.40476,17.24175,299578188130969600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0323.fits
1237650797293338816,GALAXY,19.72667,18.44674,17.90859,17.55913,17.38536,299578463008876544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0324.fits
1237648722289230091,GALAXY,19.94835,17.91785,16.94429,16.47499,16.12367,299580387154225152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0331.fits
1237648722289361065,GALAXY,19.86222,17.77603,16.70563,16.13524,15.69418,299580936910039040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0333.fits
1237648722826166434,GALAXY,19.51181,18.46828,17.97696,17.59863,17.50715,299581211787945984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0334.fits
1237650796756533434,GALAXY,19.36854,17.78308,16.95597,16.48762,16.17323,299583135933294592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0341.fits
1237650796219662481,GALAXY,19.9315,18.08922,17.16756,16.72236,16.37203,299585334956550144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0349.fits
1237648721752359194,GALAXY,19.803,18.42077,17.54547,17.14308,16.77859,299587808857712640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0358.fits
1237648721752424631,GALAXY,19.21762,18.00091,17.37755,17.00869,16.7654,299588083735619584,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0359.fits
1237650796219596962,GALAXY,19.01569,17.50161,16.70261,16.31023,16.00483,299588358613526528,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0360.fits
1237651752921596015,GALAXY,19.83346,17.71003,16.67451,16.1601,15.74834,299591932026316800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0373.fits
1237650796756533529,GALAXY,19.98573,18.09859,16.90534,16.35217,15.9432,299594405927479296,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0382.fits
1237648721752555640,GALAXY,19.13055,17.23829,16.29861,15.7806,15.39037,299594680805386240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0383.fits
1237650796219728046,GALAXY,19.20778,17.90476,17.10696,16.62212,16.35332,299597154706548736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0392.fits
1237648722826428568,GALAXY,19.50282,17.68632,16.51815,16.00266,15.57009,299601002997245952,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0406.fits
1237648722289623245,GALAXY,19.83377,18.10239,17.13637,16.65895,16.30822,299602377386780672,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0411.fits
1237648722289557692,GALAXY,19.37793,17.43435,16.49164,16.02972,15.65496,299602652264687616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0412.fits
1237650796756730081,GALAXY,19.67409,18.59787,17.72881,17.26762,16.94715,299607050311198720,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0428.fits
1237650796219793636,GALAXY,19.19516,17.52995,16.69637,16.2232,15.81945,299609249334454272,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0436.fits
1237650796219859143,GALAXY,19.8842,17.80164,16.6388,16.17031,15.77341,299610348846082048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0440.fits
1237650797293797524,GALAXY,19.93602,18.41666,17.41615,16.92716,16.55748,299611173479802880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0443.fits
1237651752921792827,GALAXY,19.81465,18.36332,17.91707,17.67546,17.51627,299613097625151488,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0450.fits
1237648722289623338,GALAXY,19.88457,17.60653,16.44622,15.95073,15.53666,299614197136779264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0454.fits
1237651752384921745,GALAXY,19.42746,17.4049,16.26287,15.77731,15.36279,299614746892593152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0456.fits
1237648722289623248,GALAXY,19.26759,17.30498,16.34468,15.88871,15.51945,299617495671662592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0466.fits
1237650796219924616,GALAXY,19.49228,18.20614,17.44251,17.01286,16.76931,299619969572825088,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0475.fits
1237650796219924631,GALAXY,19.64072,17.92365,16.81468,16.32179,15.91937,299620519328638976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0477.fits
1237650796219924614,GALAXY,19.92179,18.63995,18.12564,17.796,17.56301,299621069084452864,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0479.fits
1237650796756926591,GALAXY,19.72101,17.31965,16.03212,15.43835,14.986,299621618840266752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0481.fits
1237648722289688840,GALAXY,19.83648,18.41805,17.28082,16.79583,16.45795,299621893718173696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0482.fits
1237648722289623371,GALAXY,19.91808,18.31791,17.5412,17.15661,16.80382,299623817863522304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0489.fits
1237648721752883489,GALAXY,19.61534,18.3395,17.45104,16.96897,16.74963,299632064200730624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0519.fits
1237650796220186819,GALAXY,19.30304,17.52271,16.62614,16.15263,15.80685,299632339078637568,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0520.fits
1237648722289885345,GALAXY,19.79063,18.41588,17.50278,17.05016,16.71068,299632888834451456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0522.fits
1237650797293863180,GALAXY,19.63585,18.25364,17.70109,17.3816,17.17003,299634263223986176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0527.fits
1237648722826625209,GALAXY,19.50582,17.35553,16.25297,15.73919,15.34084,299637012003055616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0537.fits
1237648722289951035,GALAXY,19.91766,18.40419,17.72597,17.35357,17.12643,299638386392590336,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0542.fits
1237648722289950980,GALAXY,19.94672,18.01706,17.05901,16.62655,16.28335,299639760782125056,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0547.fits
1237648722289885254,GALAXY,19.26153,18.12122,17.5453,17.22849,17.05594,299640585415845888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0550.fits
1237650797294059653,GALAXY,19.6653,17.48007,16.42789,15.9401,15.54493,299643883950729216,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0562.fits
1237648722826821732,GALAXY,19.89599,18.18078,17.2246,16.76959,16.44246,299644708584450048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0565.fits
1237650797293994224,GALAXY,19.89264,18.51706,17.86889,17.48602,17.30703,299645533218170880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0568.fits
1237650797293994195,GALAXY,19.29867,17.28252,16.2229,15.75439,15.38189,299645808096077824,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0569.fits
1237648722290016409,GALAXY,19.57753,17.8906,17.02067,16.56168,16.21111,299649106630961152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0581.fits
1237648721753080096,GALAXY,19.52555,17.7412,16.88685,16.40445,16.03735,299652954921658368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0595.fits
1237650797294059831,GALAXY,19.86165,18.45821,17.83628,17.49019,17.34178,299655703700727808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0605.fits
1237648722290016542,GALAXY,19.88375,17.49136,16.25505,15.75117,15.33772,299657627846076416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0612.fits
1237651752385315031,GALAXY,19.32175,17.8437,17.00366,16.554,16.23718,299659277113518080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0618.fits
1237650796757320031,GALAXY,19.14326,18.18468,17.81871,17.56586,17.45175,299661201258866688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0625.fits
1237650796757385500,GALAXY,19.60349,18.20693,17.59457,17.18586,16.89941,299662575648401408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0630.fits
1237650796220514478,GALAXY,19.27678,17.37555,16.41184,15.98493,15.62873,299663400282122240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0633.fits
1237648720143253733,GALAXY,19.11987,17.27193,16.30063,15.86147,15.52849,300616126738491392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0003.fits
1237648720143253667,GALAXY,19.28885,17.36424,16.44625,16.0261,15.66796,300619425273374720,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0015.fits
1237651799622942827,GALAXY,19.6706,18.4884,17.82453,17.41815,17.17751,300620799662909440,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0020.fits
1237654669735231493,GALAXY,19.85346,17.86852,16.90607,16.41036,16.07011,300622174052444160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0025.fits
1237651800696881250,GALAXY,19.82975,17.92285,16.91471,16.46815,16.07395,300622448930351104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0026.fits
1237648720680321130,GALAXY,19.33941,17.47403,16.43251,15.93236,15.60759,300622723808258048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0027.fits
1237648720680386797,GALAXY,19.44612,17.77847,16.93055,16.52622,16.23586,300623273564071936,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0029.fits
1237648721217257621,GALAXY,19.39883,17.44871,16.29472,15.80366,15.45729,300624647953606656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0034.fits
1237654669735231608,GALAXY,19.77251,17.8831,16.90717,16.46046,16.1201,300624922831513600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0035.fits
1237651800696881217,GALAXY,19.78528,18.32507,17.4893,17.0654,16.73222,300625747465234432,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0038.fits
1237650795147296996,GALAXY,19.57771,18.15211,17.19846,16.75166,16.40716,300629595755931648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0052.fits
1237651799622811803,GALAXY,19.72956,18.04046,17.12144,16.71911,16.42751,300630145511745536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0054.fits
1237651799622811838,GALAXY,19.40602,18.00281,17.25425,16.76728,16.45576,300630970145466368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0057.fits
1237648720680321254,GALAXY,19.83695,17.81223,16.81285,16.37315,16.01426,300632069657094144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0061.fits
1237648720680321231,GALAXY,19.05749,17.7005,17.00204,16.59289,16.30132,300634268680349696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0069.fits
1237651801233686675,GALAXY,19.51458,17.77379,16.91426,16.45664,16.08344,300637017459419136,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0079.fits
1237648720143057157,GALAXY,19.60082,18.37185,17.70622,17.36529,17.12073,300637842093139968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0082.fits
1237648720143122623,GALAXY,19.95658,17.92449,16.84363,16.32441,15.91448,300638941604767744,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0086.fits
1237648720143122589,GALAXY,19.87702,18.52178,17.73118,17.2987,17.03156,300639766238488576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0089.fits
1237648720143122615,GALAXY,19.77246,17.83799,16.90732,16.48644,16.16398,300640041116395520,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0090.fits
1237648720143122591,GALAXY,19.45602,18.72107,18.27469,17.87074,17.7379,300640590872209408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0092.fits
1237650795147165945,GALAXY,19.91427,17.87181,16.89165,16.44016,16.08673,300641415505930240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0095.fits
1237650795147165941,GALAXY,19.93835,18.13992,17.32597,16.97431,16.67368,300641690383837184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0096.fits
1237651799622746222,GALAXY,19.24874,17.22359,16.26777,15.81501,15.4857,300642240139651072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0098.fits
1237648721217126584,GALAXY,19.41022,17.41662,16.42726,15.99207,15.60635,300643614529185792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0103.fits
1237651800696750245,GALAXY,19.40879,17.92171,17.15337,16.7588,16.49791,300644164284999680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0105.fits
1237648721217061098,GALAXY,19.98344,17.96441,16.94144,16.46382,16.06533,300644988918720512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0108.fits
1237648721217061052,GALAXY,19.68909,18.07374,17.20926,16.71117,16.3581,300645813552441344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0111.fits
1237648721217061100,GALAXY,19.21307,17.84799,17.21438,16.84406,16.62049,300646913064069120,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0115.fits
1237648721217126706,GALAXY,19.48207,18.27286,17.57953,17.20192,16.94488,300648012575696896,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0119.fits
1237650794610163873,GALAXY,19.7124,18.02305,17.06535,16.5817,16.217,300649112087324672,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0123.fits
1237651799622680817,GALAXY,19.25194,18.01581,17.58342,17.29468,17.1274,300649386965231616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0124.fits
1237650794610294829,GALAXY,19.07074,17.42819,16.56036,16.08405,15.7486,300650761354766336,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0129.fits
1237648720142991541,GALAXY,19.75142,18.00595,17.09839,16.64803,16.27624,300651585988487168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0132.fits
1237650795147100370,GALAXY,19.5436,17.54059,16.61083,16.1875,15.85558,300651860866394112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0133.fits
1237650795147100328,GALAXY,19.72685,18.33493,17.6476,17.27802,16.99955,300652410622208000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0135.fits
1237648720142991613,GALAXY,19.76353,18.45215,17.77761,17.44937,17.17756,300652685500114944,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0136.fits
1237648720142991573,GALAXY,19.8425,17.81881,16.93041,16.47525,16.10107,300653235255928832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0138.fits
1237651799622615229,GALAXY,19.74829,17.82574,17.08302,16.69462,16.43119,300653785011742720,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0140.fits
1237651801233555601,GALAXY,19.18034,18.00094,17.49665,17.17369,17.02777,300657083546626048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0152.fits
1237651801233490056,GALAXY,19.54761,18.08022,17.28721,16.88014,16.56701,300658457936160768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0157.fits
1237654670271905831,GALAXY,19.4645,18.70484,18.37376,18.03397,18.05947,300658732814067712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0158.fits
1237654669735035129,GALAXY,19.7517,17.5136,16.21781,15.70586,15.28009,300659007691974656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0159.fits
1237654669735035263,GALAXY,19.88683,18.77317,17.75178,17.28733,17.01964,300659282569881600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0160.fits
